,Accuracy,Sensitivity,Specificity,Precision,False Discovery Rate,F1
Adaboost Test,0.7388218594748048,0.21164021164021163,0.9321047526673133,0.5333333333333333,0.4666666666666667,0.30303030303030304
,Accuracy,Sensitivity,Specificity,Precision,False Discovery Rate,F1
Adaboost Train,0.7486687965921193,0.22334004024144868,0.9377262853005068,0.5634517766497462,0.4365482233502538,0.3198847262247838
