,Accuracy,Sensitivity,Specificity,Precision,False Discovery Rate,F1
Logistic Regression Test,0.7686302342086586,0.18783068783068782,0.9815712900096993,0.7888888888888889,0.2111111111111111,0.3034188034188034
,Accuracy,Sensitivity,Specificity,Precision,False Discovery Rate,F1
Logistic Regression Train,0.7687255946041889,0.193158953722334,0.9758629012792662,0.7422680412371134,0.25773195876288657,0.30654603512506656
