,Accuracy,Sensitivity,Specificity,Precision,False Discovery Rate,F1
Adaboost Test,0.7847183833916835,0.20202808112324494,0.9649376759147568,0.640560593569662,0.359439406430338,0.30717533109310136
,Accuracy,Sensitivity,Specificity,Precision,False Discovery Rate,F1
Adaboost Train,0.781763459353214,0.19971942354291544,0.966383495145631,0.6533166458072591,0.34668335419274093,0.3059191248290682
