,Accuracy,Sensitivity,Specificity,Precision,False Discovery Rate,F1
Adaboost Test,0.9768236155159795,0.39473684210526316,0.9934755332496863,0.6338028169014085,0.36619718309859156,0.4864864864864865
,Accuracy,Sensitivity,Specificity,Precision,False Discovery Rate,F1
Adaboost Train,0.9820045141218813,0.5317460317460317,0.9926319075866376,0.6300940438871473,0.36990595611285265,0.5767575322812052
