,Accuracy,Precision,Recall,F1
Logistic Regression Test,0.7608232789212207,0.596244131455399,0.335978835978836,0.4297800338409475
,Accuracy,Precision,Recall,F1
Logistic Regression Training,0.7738729144479943,0.622876557191393,0.3688799463447351,0.4633529907329402
